91.3,102458476,1,102458476.0,102458476.0,102458476,102458476,0.0,cuCtxCreate_v2
2.7,2974927,1330,2236.8,267.0,187,19109,4659.9,cuStreamSynchronize
2.3,2611588,513,5090.8,4982.0,2478,18829,824.2,cuMemcpyDtoHAsync_v2
0.6,705274,1656,425.9,540.0,124,6116,290.0,cuEventRecord
0.6,692223,525,1318.5,1160.0,966,14663,1090.3,cuMemcpyHtoDAsync_v2
0.5,552399,100,5524.0,5038.0,4663,25661,2432.6,cuGraphLaunch
0.5,527215,8,65901.9,55066.5,36085,152435,37916.7,cuMemHostRegister_v2
0.3,314807,8,39350.9,35714.5,21041,97642,24945.4,cuMemHostUnregister
0.3,296620,1656,179.1,148.0,92,4308,231.0,cuEventCreate
0.2,245702,12,20475.2,5599.5,1797,109774,34882.7,cuMemAlloc_v2
0.2,222651,6,37108.5,34351.0,31645,51126,7266.5,cuModuleLoadDataEx
0.2,217414,1656,131.3,103.0,63,11529,301.5,cuEventDestroy_v2
0.1,74745,1180,63.3,46.0,39,1635,98.2,cuCtxSetCurrent
0.1,71558,5,14311.6,4233.0,2260,52599,21540.5,cuMemFree_v2
0.1,66162,1,66162.0,66162.0,66162,66162,0.0,cuGraphInstantiateWithFlags
0.0,44958,1030,43.6,42.0,36,462,15.3,cuStreamIsCapturing
0.0,40652,6,6775.3,5971.5,4317,13409,3373.4,cuModuleUnload
0.0,20351,2,10175.5,10175.5,6892,13459,4643.6,cuStreamCreate
0.0,18984,6,3164.0,1433.5,645,8180,3229.9,cuLaunchKernel
0.0,13744,1,13744.0,13744.0,13744,13744,0.0,cuGraphExecDestroy
0.0,12473,1,12473.0,12473.0,12473,12473,0.0,cuStreamBeginCapture_v2
0.0,8995,11,817.7,426.0,289,4089,1109.2,cuCtxSynchronize
0.0,3210,1,3210.0,3210.0,3210,3210,0.0,cuStreamDestroy_v2
0.0,2058,1,2058.0,2058.0,2058,2058,0.0,cuGraphDestroy
0.0,1212,1,1212.0,1212.0,1212,1212,0.0,cuStreamEndCapture
