89.5,96777157,1,96777157.0,96777157.0,96777157,96777157,0.0,cuCtxCreate_v2
2.6,2802174,612,4578.7,4940.0,1320,20466,1487.2,cuMemcpyDtoHAsync_v2
1.6,1774227,1218,1456.7,1251.5,971,15024,1057.3,cuMemcpyHtoDAsync_v2
1.4,1492270,1324,1127.1,278.0,182,15071,1273.1,cuStreamSynchronize
1.1,1205507,600,2009.2,1779.0,1319,29001,1401.6,cuLaunchKernel
0.9,959484,2942,326.1,162.0,122,23945,548.8,cuEventRecord
0.7,808076,8,101009.5,87126.5,64345,162587,37522.3,cuMemHostRegister_v2
0.6,695763,2942,236.5,151.0,93,17364,509.3,cuEventCreate
0.3,359690,2942,122.3,82.0,63,15838,370.4,cuEventDestroy_v2
0.3,318028,8,39753.5,31945.5,22006,95704,23643.2,cuMemHostUnregister
0.2,263335,12,21944.6,7333.5,4190,107833,34678.2,cuMemAlloc_v2
0.2,252274,6,42045.7,33765.0,30630,70514,15860.2,cuModuleLoadDataEx
0.2,167384,2464,67.9,57.0,39,1803,77.7,cuCtxSetCurrent
0.1,73450,5,14690.0,4230.0,2349,53839,22051.1,cuMemFree_v2
0.0,52852,1124,47.0,42.0,36,514,21.3,cuStreamIsCapturing
0.0,39598,6,6599.7,4960.0,4252,13299,3516.3,cuModuleUnload
0.0,22353,2,11176.5,11176.5,7884,14469,4656.3,cuStreamCreate
0.0,9642,11,876.5,382.0,302,4439,1204.2,cuCtxSynchronize
0.0,6658,1,6658.0,6658.0,6658,6658,0.0,cuStreamDestroy_v2
