Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
2153874057,640,493,,,,,,,,,,0.004,6425.000,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2155080200,384,497,,,,,,,,,,0.000,62.500,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2155596872,1344,501,16,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,convertFP16toFP32
2165353157,352,515,,,,,,,,,,0.000,147.727,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2165414117,384,519,,,,,,,,,,0.000,62.500,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2165445925,2016,523,8,1,1,256,1,1,20,0.001,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,reductionOneBlockWithLayer
2165632709,1216,529,,,,,,,,,,0.004,3381.577,Device,,NVIDIA GeForce RTX 4090 (0),1,,7,[CUDA memset]
2165847045,928,537,,,,,,,,,,0.008,8844.826,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2165907781,384,541,,,,,,,,,,0.000,62.500,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2165930789,1312,545,8,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,mapContextWithQuantize
2169954372,928,573,,,,,,,,,,0.008,8844.826,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2169967332,672,577,,,,,,,,,,0.008,12214.284,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2169975236,672,581,,,,,,,,,,0.008,12214.284,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2169983748,441888,585,,,,,,,,,,8.389,18983.456,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2170426756,114816,589,,,,,,,,,,2.097,18264.236,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2170542628,122112,593,,,,,,,,,,2.097,17173.709,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2170665796,2048,597,,,,,,,,,,0.000,11.719,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2170673508,7168,601,3072,1,1,32,1,1,48,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,fusedQKVMatmulX
2171123043,705,617,,,,,,,,,,0.000,28.369,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2171139268,108352,621,,,,,,,,,,2.097,19354.763,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2171248707,108608,625,,,,,,,,,,2.097,19308.626,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2171358371,1697,629,,,,,,,,,,0.000,14.143,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2171364548,2048,633,2,1,1,512,1,1,30,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,ropeRotationWithCacheCopy
2171399555,673,641,,,,,,,,,,0.008,12196.136,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2171442724,384,645,,,,,,,,,,0.000,62.500,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2171461859,6912,649,32,1,1,64,1,1,160,0.009,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,processHeadsFlashAttention
2173931779,468416,657,,,,,,,,,,8.389,17901.324,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2174401251,1760,661,,,,,,,,,,0.000,13.636,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2174409955,5887,665,2048,1,1,32,1,1,48,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,matrixVectorGenericWithResidual
2174420642,1441,673,,,,,,,,,,0.000,36.086,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2174423043,1088,677,,,,,,,,,,0.000,22.059,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2174426082,1664,681,8,1,1,256,1,1,20,0.001,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,reductionOneBlockWithLayer
2192495549,3424,701,,,,,,,,,,0.033,9574.764,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2192513501,608,705,,,,,,,,,,0.008,13499.993,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2192522333,1788032,709,,,,,,,,,,33.554,18756.936,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2194311485,1850879,713,,,,,,,,,,33.554,18119.402,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2196163452,1472,717,,,,,,,,,,0.000,16.304,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2196171484,71296,721,8192,1,1,32,1,1,64,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,fusedRmsNormFFNGateUp
2202528090,1772544,729,,,,,,,,,,33.554,18924.709,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2204301850,1888,733,,,,,,,,,,0.000,12.712,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2204308186,39168,737,2048,1,1,32,1,1,48,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,matrixVectorGenericWithResidual
2211118424,384,747,,,,,,,,,,0.000,135.417,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2211163192,384,751,,,,,,,,,,0.000,62.500,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2211187288,1856,755,8,1,1,256,1,1,20,0.001,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,reductionOneBlockWithLayer
2211356920,672,763,,,,,,,,,,0.008,12214.284,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2211385656,384,767,,,,,,,,,,0.000,62.500,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2211403511,1313,771,8,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,mapContextWithQuantize
2215157367,445759,787,,,,,,,,,,8.389,18815.684,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2215604214,118624,791,,,,,,,,,,2.097,17677.029,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2215724022,125760,795,,,,,,,,,,2.097,16674.583,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2215850998,1984,799,,,,,,,,,,0.000,12.097,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2215859414,13600,803,3072,1,1,32,1,1,48,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,fusedQKVMatmulX
2215880822,1280,807,,,,,,,,,,0.000,18.750,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2215884758,2208,811,2,1,1,512,1,1,30,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,ropeRotationWithCacheCopy
2215889814,1120,815,,,,,,,,,,0.000,21.429,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2215892950,7232,819,32,1,1,64,1,1,160,0.009,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,processHeadsFlashAttention
2218276406,467776,827,,,,,,,,,,8.389,17926.489,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2218745397,1856,831,,,,,,,,,,0.000,12.931,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2218753238,7775,835,2048,1,1,32,1,1,48,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,matrixVectorGenericWithResidual
2218764054,1599,841,,,,,,,,,,0.000,32.520,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2218766614,1248,845,,,,,,,,,,0.000,19.231,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2218769557,1665,849,8,1,1,256,1,1,20,0.001,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,reductionOneBlockWithLayer
2236655056,896,865,,,,,,,,,,0.008,9160.711,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2236674480,1820832,869,,,,,,,,,,33.554,18421.392,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2238496368,1866911,873,,,,,,,,,,33.554,17951.630,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2240364399,1696,877,,,,,,,,,,0.000,14.151,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2240371407,81088,881,8192,1,1,32,1,1,64,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,fusedRmsNormFFNGateUp
2246359565,1844256,889,,,,,,,,,,33.554,18186.511,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2248204877,2112,893,,,,,,,,,,0.000,11.364,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2248214221,37728,897,2048,1,1,32,1,1,48,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,matrixVectorGenericWithResidual
2255376010,385,907,,,,,,,,,,0.000,135.065,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2255443051,384,911,,,,,,,,,,0.000,62.500,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2255497546,2017,915,8,1,1,256,1,1,20,0.001,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,reductionOneBlockWithLayer
2255769771,639,923,,,,,,,,,,0.008,12845.069,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2255813994,352,927,,,,,,,,,,0.000,68.182,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2255838539,1280,931,8,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,mapContextWithQuantize
2261866793,488031,947,,,,,,,,,,8.389,17188.291,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2262355945,138399,951,,,,,,,,,,2.097,15152.039,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2262495401,145824,955,,,,,,,,,,2.097,14380.281,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2262642312,1920,959,,,,,,,,,,0.000,12.500,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2262651465,13279,963,3072,1,1,32,1,1,48,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,fusedQKVMatmulX
2262672264,1120,967,,,,,,,,,,0.000,21.429,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2262676392,2208,971,2,1,1,512,1,1,30,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,ropeRotationWithCacheCopy
2262681480,1121,975,,,,,,,,,,0.000,21.409,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2262691817,7199,979,32,1,1,64,1,1,160,0.009,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,processHeadsFlashAttention
2265879688,550271,987,,,,,,,,,,8.389,15242.130,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2266431047,1760,991,,,,,,,,,,0.000,13.636,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2266441927,7936,995,2048,1,1,32,1,1,48,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,matrixVectorGenericWithResidual
2266452263,1536,1001,,,,,,,,,,0.000,33.854,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2266454759,1216,1005,,,,,,,,,,0.000,19.737,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2266458055,1664,1009,8,1,1,256,1,1,20,0.001,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,reductionOneBlockWithLayer
2282830659,767,1025,,,,,,,,,,0.008,10701.426,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2282861827,1838271,1029,,,,,,,,,,33.554,18220.065,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2284701186,1832224,1033,,,,,,,,,,33.554,18287.174,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2286534625,1729,1037,,,,,,,,,,0.000,13.881,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2286543553,81472,1041,8192,1,1,32,1,1,64,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,fusedRmsNormFFNGateUp
2292252256,1730367,1049,,,,,,,,,,33.554,19360.916,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2293983871,1920,1053,,,,,,,,,,0.000,12.500,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2293992127,37472,1057,2048,1,1,32,1,1,48,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,matrixVectorGenericWithResidual
2300267869,352,1067,,,,,,,,,,0.000,147.727,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2300329661,384,1071,,,,,,,,,,0.000,62.500,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2300379197,1984,1075,8,1,1,256,1,1,20,0.001,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,reductionOneBlockWithLayer
2300554813,800,1083,,,,,,,,,,0.008,10260.000,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2300584829,384,1087,,,,,,,,,,0.000,62.500,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2300603997,1344,1091,8,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,mapContextWithQuantize
2304054812,440480,1107,,,,,,,,,,8.389,19042.176,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2304496412,114080,1111,,,,,,,,,,2.097,18381.678,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2304611708,121824,1115,,,,,,,,,,2.097,17213.555,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2304734588,1760,1119,,,,,,,,,,0.000,13.636,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2304744636,13024,1123,3072,1,1,32,1,1,48,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,fusedQKVMatmulX
2304763996,1120,1127,,,,,,,,,,0.000,21.429,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2304769980,2240,1131,2,1,1,512,1,1,30,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,ropeRotationWithCacheCopy
2304772988,1120,1135,,,,,,,,,,0.000,21.429,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2304779196,7200,1139,32,1,1,64,1,1,160,0.009,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,processHeadsFlashAttention
2306895931,458112,1147,,,,,,,,,,8.389,18303.978,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2307355099,1888,1151,,,,,,,,,,0.000,12.712,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2307360763,8000,1155,2048,1,1,32,1,1,48,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,matrixVectorGenericWithResidual
2307373563,1824,1161,,,,,,,,,,0.000,28.509,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2307376315,1120,1165,,,,,,,,,,0.000,21.429,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2307385275,1664,1169,8,1,1,256,1,1,20,0.001,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,reductionOneBlockWithLayer
2323754550,769,1185,,,,,,,,,,0.008,10673.601,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2323774198,1782304,1189,,,,,,,,,,33.554,18824.045,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2325557622,1831487,1193,,,,,,,,,,33.554,18320.729,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2327390133,1696,1197,,,,,,,,,,0.000,14.151,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2327398069,81856,1201,8192,1,1,32,1,1,64,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,fusedRmsNormFFNGateUp
2332925012,1785503,1209,,,,,,,,,,33.554,18790.491,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2334711603,2240,1213,,,,,,,,,,0.000,10.714,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2334719795,38208,1217,2048,1,1,32,1,1,48,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,matrixVectorGenericWithResidual
2338342034,384,1227,,,,,,,,,,0.000,135.417,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2338382322,384,1231,,,,,,,,,,0.000,62.500,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2338405074,1888,1235,8,1,1,256,1,1,20,0.001,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,reductionOneBlockWithLayer
2338577266,672,1243,,,,,,,,,,0.008,12214.284,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2338609746,352,1247,,,,,,,,,,0.000,68.182,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2338627474,1312,1251,8,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,mapContextWithQuantize
2342051505,447072,1267,,,,,,,,,,8.389,18756.963,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2342499761,115456,1271,,,,,,,,,,2.097,18163.572,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2342616305,121440,1275,,,,,,,,,,2.097,17268.081,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2342738801,1760,1279,,,,,,,,,,0.000,13.636,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2342743025,13280,1283,3072,1,1,32,1,1,48,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,fusedQKVMatmulX
2342761009,1568,1287,,,,,,,,,,0.000,15.306,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2342768561,2176,1291,2,1,1,512,1,1,30,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,ropeRotationWithCacheCopy
2342778737,1120,1295,,,,,,,,,,0.000,21.429,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2342784913,7424,1299,32,1,1,64,1,1,160,0.009,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,processHeadsFlashAttention
2344917872,456992,1307,,,,,,,,,,8.389,18354.309,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2345375952,2112,1311,,,,,,,,,,0.000,11.364,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2345382928,8000,1315,2048,1,1,32,1,1,48,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,matrixVectorGenericWithResidual
2345395504,1632,1321,,,,,,,,,,0.000,31.863,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2345398064,1120,1325,,,,,,,,,,0.000,21.429,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2345407408,1664,1329,8,1,1,256,1,1,20,0.001,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,reductionOneBlockWithLayer
2361592523,928,1345,,,,,,,,,,0.008,8844.826,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2361606827,1777632,1349,,,,,,,,,,33.554,18857.600,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2363385547,1834239,1353,,,,,,,,,,33.554,18287.174,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2365220906,1728,1357,,,,,,,,,,0.000,13.889,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2365227114,81440,1361,8192,1,1,32,1,1,64,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,fusedRmsNormFFNGateUp
2370749769,1751359,1369,,,,,,,,,,33.554,19126.035,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2372502184,1792,1373,,,,,,,,,,0.000,13.393,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2372512424,38016,1377,2048,1,1,32,1,1,48,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,matrixVectorGenericWithResidual
2376260647,384,1387,,,,,,,,,,0.000,135.417,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2376297127,384,1391,,,,,,,,,,0.000,62.500,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2376322375,1952,1395,8,1,1,256,1,1,20,0.001,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,reductionOneBlockWithLayer
2376496359,640,1403,,,,,,,,,,0.008,12825.000,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2376528743,352,1407,,,,,,,,,,0.000,68.182,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2376547047,1312,1411,8,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,mapContextWithQuantize
2379809350,441920,1427,,,,,,,,,,8.389,18975.067,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2380252422,112192,1431,,,,,,,,,,2.097,18692.058,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2380365702,125760,1435,,,,,,,,,,2.097,16674.583,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2380492549,1729,1439,,,,,,,,,,0.000,13.881,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2380496038,14047,1443,3072,1,1,32,1,1,48,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,fusedQKVMatmulX
2380513350,1151,1447,,,,,,,,,,0.000,20.851,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2380521381,2241,1451,2,1,1,512,1,1,30,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,ropeRotationWithCacheCopy
2380530534,1248,1455,,,,,,,,,,0.000,19.231,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2380537766,7200,1459,32,1,1,64,1,1,160,0.009,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,processHeadsFlashAttention
2382547109,458656,1467,,,,,,,,,,8.389,18287.200,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2383006853,1824,1471,,,,,,,,,,0.000,13.158,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2383018149,8160,1475,2048,1,1,32,1,1,48,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,matrixVectorGenericWithResidual
2383028869,1568,1481,,,,,,,,,,0.000,33.163,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2383031365,1120,1485,,,,,,,,,,0.000,21.429,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
2383034277,1632,1489,8,1,1,256,1,1,20,0.001,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,reductionOneBlockWithLayer
