Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
865319742,6016,1037,,,,,,,,,,0.131,21789.841,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
865334622,6016,1043,,,,,,,,,,0.131,21789.841,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
865348926,6336,1049,,,,,,,,,,0.131,20689.357,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
865364254,6048,1055,,,,,,,,,,0.131,21674.483,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
865384702,6144,1061,,,,,,,,,,0.131,21335.883,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
865428511,6208,1067,,,,,,,,,,0.131,21115.917,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
865443967,6432,1073,,,,,,,,,,0.131,20380.514,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
870733194,8001,1081,,,,,,,,,,0.131,16383.903,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
870742123,7808,1085,,,,,,,,,,0.131,16788.833,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
870772875,384,1089,,,,,,,,,,0.000,62.500,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
870790795,215746,1093,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
871007661,8288,1097,,,,,,,,,,0.131,15816.554,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
871016877,7680,1101,,,,,,,,,,0.131,17068.706,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
871025485,1472,1105,,,,,,,,,,0.000,16.304,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
871029197,215714,1109,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
871248303,8320,1113,,,,,,,,,,0.131,15755.729,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
871257615,7840,1117,,,,,,,,,,0.131,16720.405,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
871266415,1152,1121,,,,,,,,,,0.000,20.833,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
871274991,215682,1125,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
871497137,8064,1129,,,,,,,,,,0.131,16255.830,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
871506161,7648,1133,,,,,,,,,,0.131,17140.149,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
871514737,1152,1137,,,,,,,,,,0.000,20.833,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
871520753,215714,1141,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
871744947,7904,1145,,,,,,,,,,0.131,16584.992,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
871753779,7776,1149,,,,,,,,,,0.131,16857.917,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
871762515,1120,1153,,,,,,,,,,0.000,21.429,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
871766515,215650,1157,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
871984565,8192,1161,,,,,,,,,,0.131,16001.912,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
871993717,7936,1165,,,,,,,,,,0.131,16518.137,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
872002581,1152,1169,,,,,,,,,,0.000,20.833,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
872012277,215714,1173,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
872232375,8128,1177,,,,,,,,,,0.131,16127.888,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
872241623,7808,1181,,,,,,,,,,0.131,16788.833,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
872250359,1152,1185,,,,,,,,,,0.000,20.833,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
872258039,215650,1189,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
872480185,8160,1193,,,,,,,,,,0.131,16064.703,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
872489305,8000,1197,,,,,,,,,,0.131,16386.000,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
872498265,1120,1201,,,,,,,,,,0.000,21.429,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
872503801,215682,1205,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
872721851,6080,1209,,,,,,,,,,0.131,21560.437,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
872738203,6176,1215,,,,,,,,,,0.131,21225.376,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
872752667,6016,1221,,,,,,,,,,0.131,21789.841,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
872766715,6240,1227,,,,,,,,,,0.131,21007.639,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
872781180,5951,1233,,,,,,,,,,0.131,22027.765,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
872795324,6015,1239,,,,,,,,,,0.131,21793.511,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
872811068,6016,1245,,,,,,,,,,0.131,21789.841,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
872825340,6016,1251,,,,,,,,,,0.131,21789.841,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
878049031,8064,1259,,,,,,,,,,0.131,16255.830,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
878058151,7936,1263,,,,,,,,,,0.131,16518.137,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
878089863,384,1267,,,,,,,,,,0.000,62.500,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
878106343,215746,1271,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
878329321,8000,1275,,,,,,,,,,0.131,16386.000,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
878338281,7872,1279,,,,,,,,,,0.131,16652.371,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
878347081,1440,1283,,,,,,,,,,0.000,16.667,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
878352905,215714,1287,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
878575083,8448,1291,,,,,,,,,,0.131,15517.018,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
878584492,8223,1295,,,,,,,,,,0.131,15941.612,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
878593676,1119,1299,,,,,,,,,,0.000,21.448,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
878598700,215681,1303,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
878815725,8000,1307,,,,,,,,,,0.131,16386.000,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
878824781,7713,1311,,,,,,,,,,0.131,16995.690,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
878833421,1153,1315,,,,,,,,,,0.000,20.815,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
878836270,215681,1319,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
879055343,7968,1323,,,,,,,,,,0.131,16451.806,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
879064271,8097,1327,,,,,,,,,,0.131,16189.630,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
879073295,1153,1331,,,,,,,,,,0.000,20.815,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
879082031,215650,1335,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
879303153,8064,1339,,,,,,,,,,0.131,16255.830,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
879312177,8000,1343,,,,,,,,,,0.131,16386.000,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
879321105,1153,1347,,,,,,,,,,0.000,20.815,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
879327793,215714,1351,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
879550963,8224,1355,,,,,,,,,,0.131,15939.645,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
879560147,7745,1359,,,,,,,,,,0.131,16925.427,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
879568851,1121,1363,,,,,,,,,,0.000,21.409,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
879573524,215713,1367,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
879790581,8096,1371,,,,,,,,,,0.131,16191.596,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
879799733,7936,1375,,,,,,,,,,0.131,16518.137,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
879808630,1184,1379,,,,,,,,,,0.000,20.270,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
879819286,215713,1383,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
880038391,6048,1387,,,,,,,,,,0.131,21674.483,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
880064728,6112,1393,,,,,,,,,,0.131,21447.570,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
880079192,6240,1399,,,,,,,,,,0.131,21007.639,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
880093656,6304,1405,,,,,,,,,,0.131,20794.358,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
880107800,5952,1411,,,,,,,,,,0.131,22024.095,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
880121912,6016,1417,,,,,,,,,,0.131,21789.841,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
880135608,5984,1423,,,,,,,,,,0.131,21906.378,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
880149752,6656,1429,,,,,,,,,,0.131,19694.661,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
885364483,8064,1437,,,,,,,,,,0.131,16255.830,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
885373508,7488,1441,,,,,,,,,,0.131,17506.409,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
885428644,384,1445,,,,,,,,,,0.000,62.500,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
885444708,215746,1449,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
885661222,8000,1453,,,,,,,,,,0.131,16386.000,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
885670150,7552,1457,,,,,,,,,,0.131,17358.018,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
885678630,1472,1461,,,,,,,,,,0.000,16.304,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
885685862,215682,1465,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
885910056,8000,1469,,,,,,,,,,0.131,16386.000,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
885918984,7616,1473,,,,,,,,,,0.131,17212.117,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
885927560,1152,1477,,,,,,,,,,0.000,20.833,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
885931624,215714,1481,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
886149674,8128,1485,,,,,,,,,,0.131,16127.888,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
886158730,7776,1489,,,,,,,,,,0.131,16857.917,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
886167434,1120,1493,,,,,,,,,,0.000,21.429,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
886171242,215714,1497,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
886389292,7712,1501,,,,,,,,,,0.131,16997.919,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
886397932,7968,1505,,,,,,,,,,0.131,16451.806,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
886406828,1216,1509,,,,,,,,,,0.000,19.737,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
886417004,215682,1513,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
886637102,7968,1517,,,,,,,,,,0.131,16451.806,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
886645998,8096,1521,,,,,,,,,,0.131,16191.596,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
886655022,1248,1525,,,,,,,,,,0.000,19.231,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
886662766,215650,1529,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
886884912,8192,1533,,,,,,,,,,0.131,16001.912,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
886894032,7776,1537,,,,,,,,,,0.131,16857.917,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
886902736,1152,1541,,,,,,,,,,0.000,20.833,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
886908496,215714,1545,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
887124754,8352,1549,,,,,,,,,,0.131,15695.297,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
887134066,7840,1553,,,,,,,,,,0.131,16720.405,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
887142834,1152,1557,,,,,,,,,,0.000,20.833,Pinned,Device,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Host-to-Device]
887146098,215682,1561,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 4090 (0),1,,14,computeSmall
887366196,5984,1565,,,,,,,,,,0.131,21906.378,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
887387988,6208,1571,,,,,,,,,,0.131,21115.917,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
887404052,6016,1577,,,,,,,,,,0.131,21789.841,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
887418100,6304,1583,,,,,,,,,,0.131,20794.358,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
887432116,6048,1589,,,,,,,,,,0.131,21674.483,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
887446100,6016,1595,,,,,,,,,,0.131,21789.841,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
887459765,6144,1601,,,,,,,,,,0.131,21335.883,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
887473909,6176,1607,,,,,,,,,,0.131,21225.376,Device,Pinned,NVIDIA GeForce RTX 4090 (0),1,,14,[CUDA memcpy Device-to-Host]
