Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
36.9,60895,20,3044.8,3040.0,2976,3264,60.0,"void vector_fft_c2r<(unsigned int)4096, EPT<(unsigned int)16>, (unsigned int)1, (unsigned int)5, (padding_t)70, (twiddle_t)0, (loadstore_modifier_t)2, (layout_t)0, unsigned int, float>(kernel_arguments_t<T9>)"
35.1,57983,20,2899.2,2880.0,2847,3328,103.5,"void vector_fft_r2c<(unsigned int)4096, EPT<(unsigned int)16>, (unsigned int)1, (unsigned int)5, (padding_t)70, (twiddle_t)0, (loadstore_modifier_t)2, (layout_t)0, unsigned int, float>(kernel_arguments_t<T9>)"
14.9,24575,20,1228.8,1216.0,1215,1344,30.1,scaleBy
13.2,21727,20,1086.3,1087.5,1055,1344,62.7,lowPass
