Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
62.4,2656,1,2656.0,2656.0,2656,2656,0.0,gemmMMASingleTile
37.6,1600,1,1600.0,1600.0,1600,1600,0.0,gemmScalarFp16
