PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
657610,657614,0,10,9,10411.3,8218.0,7185,24194,5231.1,7185.1,4900.0,3434,21918,5591.8,1169.9,1083.0,817,1607,267.0,2198.5,2144.5,2112,2528,123.5,cuLaunchKernel,scale
657610,657614,0,10,9,8457.1,7228.5,6585,18032,3431.1,4949.0,3532.0,3106,15335,3725.1,1077.4,1158.0,907,1232,132.6,2556.7,2528.0,2496,2880,114.4,cudaLaunchKernel,"void gemv2T_kernel_val<int, int, float, float, float, float, (int)128, (int)16, (int)2, (int)2, (bool)0, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13, T6, T6)"
657610,657614,0,10,10,5533.2,4650.5,4456,13385,2765.6,3076.4,1975.0,1754,12070,3172.3,1324.0,1422.0,67,1788,475.0,1132.8,1120.0,1088,1248,43.2,cuLaunchKernel,bias
