PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
658285,658289,0,300,300,4738.7,4500.5,4176,23015,1284.8,2013.1,1754.0,1388,21492,1391.2,1525.3,1526.5,19,1902,160.7,1200.2,1184.0,1183,1504,27.6,cuLaunchKernel,stage
