Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
43.3,165474,10,16547.4,16512.0,16416,17024,170.2,"void cutlass::Kernel2<cutlass::gemm::kernel::DefaultGemmUniversal<cutlass::half_t, cutlass::layout::RowMajor, (cutlass::ComplexTransform)0, (int)4, cutlass::half_t, cutlass::layout::RowMajor, (cutlass::ComplexTransform)0, (int)4, cutlass::half_t, cutlass::layout::RowMajor, float, cutlass::arch::OpClassTensorOp, cutlass::arch::Sm80, cutlass::gemm::GemmShape<(int)128, (int)128, (int)32>, cutlass::gemm::GemmShape<(int)64, (int)64, (int)32>, cutlass::gemm::GemmShape<(int)16, (int)8, (int)16>, cutlass::epilogue::thread::LinearCombinationRelu<cutlass::half_t, (int)4, float, float, (cutlass::epilogue::thread::ScaleType::Kind)0, (cutlass::FloatRoundStyle)2>, cutlass::gemm::threadblock::GemmIdentityThreadblockSwizzle<(int)1>, (int)3, cutlass::arch::OpMultiplyAdd, (cutlass::gemm::SharedMemoryClearOption)0, (bool)0, (bool)0, (bool)0, cutlass::layout::NoPermute, cutlass::layout::NoPermute, cutlass::layout::NoPermute, void>::SelectBase<cutlass::gemm::threadblock::GemmIdentityThreadblockSwizzle<(int)1>, void>>(T1::Params)"
42.1,161058,10,16105.8,16064.0,16000,16416,134.8,"void cutlass::Kernel2<cutlass::gemm::kernel::DefaultGemmUniversal<cutlass::half_t, cutlass::layout::RowMajor, (cutlass::ComplexTransform)0, (int)4, cutlass::half_t, cutlass::layout::RowMajor, (cutlass::ComplexTransform)0, (int)4, cutlass::half_t, cutlass::layout::RowMajor, float, cutlass::arch::OpClassTensorOp, cutlass::arch::Sm80, cutlass::gemm::GemmShape<(int)128, (int)128, (int)32>, cutlass::gemm::GemmShape<(int)64, (int)64, (int)32>, cutlass::gemm::GemmShape<(int)16, (int)8, (int)16>, cutlass::epilogue::thread::LinearCombination<cutlass::half_t, (int)4, float, float, (cutlass::epilogue::thread::ScaleType::Kind)0, (cutlass::FloatRoundStyle)2, cutlass::half_t>, cutlass::gemm::threadblock::GemmIdentityThreadblockSwizzle<(int)1>, (int)3, cutlass::arch::OpMultiplyAdd, (cutlass::gemm::SharedMemoryClearOption)0, (bool)0, (bool)0, (bool)0, cutlass::layout::NoPermute, cutlass::layout::NoPermute, cutlass::layout::NoPermute, void>::SelectBase<cutlass::gemm::threadblock::GemmIdentityThreadblockSwizzle<(int)1>, void>>(T1::Params)"
9.0,34528,20,1726.4,1696.0,1664,2304,142.2,scale
5.6,21248,10,2124.8,2112.0,2080,2176,27.0,biasRelu

