92.5,93619233,1,93619233.0,93619233.0,93619233,93619233,0.0,cuCtxCreate_v2
2.7,2776682,612,4537.1,4980.0,1300,18441,1587.7,cuMemcpyDtoHAsync_v2
1.5,1473846,1324,1113.2,274.5,168,9277,1149.3,cuStreamSynchronize
0.8,800717,614,1304.1,1174.0,955,20088,1130.7,cuMemcpyHtoDAsync_v2
0.7,728391,1838,396.3,529.0,122,5541,276.8,cuEventRecord
0.4,370729,1838,201.7,149.0,90,4960,347.1,cuEventCreate
0.3,264818,3,88272.7,66182.0,63710,134926,40421.9,cuMemHostRegister_v2
0.2,252426,100,2524.3,2073.5,1690,22393,2183.7,cuLaunchKernel
0.2,229999,7,32857.0,7174.0,5097,113142,44240.3,cuMemAlloc_v2
0.2,219007,1838,119.2,97.0,63,2192,76.6,cuEventDestroy_v2
0.2,169936,3,56645.3,54081.0,30193,85662,27823.3,cuMemHostUnregister
0.1,82957,1340,61.9,46.0,38,1571,76.4,cuCtxSetCurrent
0.1,71643,1,71643.0,71643.0,71643,71643,0.0,cuModuleLoadDataEx
0.1,68889,5,13777.8,3927.0,1964,52972,22002.4,cuMemFree_v2
0.0,48989,1124,43.6,41.0,36,486,18.3,cuStreamIsCapturing
0.0,18607,2,9303.5,9303.5,6606,12001,3814.8,cuStreamCreate
0.0,11482,1,11482.0,11482.0,11482,11482,0.0,cuModuleUnload
0.0,6633,6,1105.5,651.0,431,3549,1209.9,cuCtxSynchronize
0.0,5731,1,5731.0,5731.0,5731,5731,0.0,cuStreamDestroy_v2
