93.5,102351667,1,102351667.0,102351667.0,102351667,102351667,0.0,cuCtxCreate_v2
2.5,2746339,552,4975.3,4984.0,1353,23532,1698.2,cuMemcpyDtoHAsync_v2
1.2,1334008,1144,1166.1,270.0,177,10164,1340.3,cuStreamSynchronize
0.7,725926,554,1310.3,1181.0,933,14141,1103.8,cuMemcpyHtoDAsync_v2
0.6,699763,1658,422.1,541.0,125,5824,282.3,cuEventRecord
0.3,301549,1658,181.9,149.5,93,4373,267.6,cuEventCreate
0.2,261292,3,87097.3,67861.0,58066,135365,42086.9,cuMemHostRegister_v2
0.2,226539,7,32362.7,9794.0,4829,104910,41229.9,cuMemAlloc_v2
0.2,208963,1658,126.0,102.0,67,2267,86.0,cuEventDestroy_v2
0.2,165950,3,55316.7,52873.0,30735,82342,25890.1,cuMemHostUnregister
0.1,114124,40,2853.1,2133.5,1713,23202,3420.5,cuLaunchKernel
0.1,72055,5,14411.0,4389.0,2014,55627,23118.4,cuMemFree_v2
0.1,69078,1160,59.5,46.0,38,1338,78.9,cuCtxSetCurrent
0.0,48911,1,48911.0,48911.0,48911,48911,0.0,cuModuleLoadDataEx
0.0,46554,1064,43.8,41.0,36,676,25.4,cuStreamIsCapturing
0.0,25779,2,12889.5,12889.5,7291,18488,7917.5,cuStreamCreate
0.0,10573,1,10573.0,10573.0,10573,10573,0.0,cuModuleUnload
0.0,7171,6,1195.2,714.5,428,3650,1239.8,cuCtxSynchronize
0.0,5083,1,5083.0,5083.0,5083,5083,0.0,cuStreamDestroy_v2
