89.8,109022533,1,109022533.0,109022533.0,109022533,109022533,0.0,cuCtxCreate_v2
3.6,4347933,1686,2578.8,275.0,175,103131,11824.0,cuStreamSynchronize
3.3,4013493,818,4906.5,5003.0,1340,20161,1113.5,cuMemcpyDtoHAsync_v2
0.8,1019145,822,1239.8,1044.5,942,14544,834.2,cuMemcpyHtoDAsync_v2
0.7,789333,2202,358.5,173.0,130,6328,279.6,cuEventRecord
0.5,589900,5,117980.0,87936.0,63230,210811,61779.6,cuMemHostRegister_v2
0.4,443542,13,34118.6,7350.0,2849,106081,43639.2,cuMemAlloc_v2
0.3,374541,2202,170.1,138.5,91,5543,271.1,cuEventCreate
0.2,234719,2048,114.6,84.0,63,2169,88.5,cuEventDestroy_v2
0.1,164762,50,3295.2,2268.0,1920,20446,3200.7,cuLaunchKernel
0.1,97818,1710,57.2,46.0,38,1667,72.9,cuCtxSetCurrent
0.1,91615,2,45807.5,45807.5,42670,48945,4437.1,cuModuleLoadDataEx
0.1,71667,1586,45.2,42.0,36,2442,62.0,cuStreamIsCapturing
0.1,61729,3,20576.3,4367.0,3398,53964,28918.6,cuMemFree_v2
0.0,27360,3,9120.0,7482.0,6516,13362,3705.3,cuStreamCreate
