Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
96.7,94013982,3,31337994.0,22966.0,1125,93989891,54258135.5,cudaMalloc
3.0,2939585,41,71697.2,113307.0,15137,296580,61739.3,cudaMemcpy
0.1,136543,40,3413.6,1172.0,1099,81542,12715.6,cudaLaunchKernel
0.1,125837,3,41945.7,37753.0,1550,86534,42646.9,cudaFree
0.0,1954,1,1954.0,1954.0,1954,1954,0.0,cuModuleGetLoadingMode

